"","Country","Code","Year","Unsafe.water.source..deaths.","Poor.sanitation..deaths.","No.access.to.handwashing.facility..deaths.","Household.air.pollution..deaths.","Outdoor.air.pollution..deaths.","Non.exclusive.breastfeeding..deaths.","Discontinued.breastfeeding..deaths.","Child.wasting..deaths.","Child.stunting..deaths.","Low.birth.weight..deaths.","Secondhand.smoke..deaths.","Alcohol.use..deaths.","Drug.use..deaths.","Diet.low.in.fruits..deaths.","Diet.low.in.vegetables..deaths.","Unsafe.sex..deaths.","Low.physical.activity..deaths.","High.blood.sugar..deaths.","High.cholesterol..deaths.","High.body.mass.index..obesity...deaths.","High.blood.pressure..deaths.","Smoking..deaths.","Iron.deficiency..deaths.","Zinc.deficiency..deaths.","Vitamin.A.deficiency..deaths.","Low.bone.mineral.density..deaths.","Life.expectancy"
"317","Colombia","COL",1995,1967.62331795,1309.84325057,1093.04069724,5865.88673673,8375.40926492,1160.93754744,139.776425265,3651.9857166,486.227838286,6413.78039606,3073.32045912,14212.2675877,546.186811529,5240.42622714,6784.06724323,2699.22083337,3631.42408496,14371.5764249,11881.7405648,14482.6189541,31758.5796529,15766.3461292,32.5233633032,98.8772920369,61.7334527924,959.694460921,NA
"318","Colombia","COL",2000,1243.82950908,806.649867626,797.870375273,5115.47609252,8706.73273205,677.577850093,69.5157254173,2598.15096758,319.186453844,5597.11321049,3104.94316952,13880.1936649,757.627722938,5424.2936734,6739.03346107,4019.60581325,3827.64247768,16243.4141387,12015.253384,16576.7198447,33192.5851095,16773.282283,30.9006888247,65.6605943773,24.6914086756,963.484165782,71.4
"319","Colombia","COL",2005,721.402915817,323.10816852,595.357675051,5392.07141283,9600.04145255,377.729667627,32.1040013379,1848.91331968,199.008809782,4682.9184106,2931.85122113,12165.1373522,877.571256388,5626.56380838,7027.31422459,4502.2183749,4270.09582664,16240.5545491,12987.5952224,18135.0794509,35874.2779787,18323.8838706,25.8921187833,47.3769353767,12.6011304255,1034.06618802,73.1
"320","Colombia","COL",2006,661.806609145,277.658067967,575.769784193,5637.13586752,9706.10690223,342.532757717,28.5179079519,1691.70877144,184.093793386,4501.71412407,2942.30882174,12340.5870623,920.774767997,5790.95863287,7271.29797935,4488.7275068,4449.23940816,16836.1260823,13544.5787897,18792.6101921,37287.9356622,19095.9745611,24.4383593444,44.9871971225,10.9060263954,1070.65183267,73.1
"321","Colombia","COL",2010,448.847582955,163.726556082,469.868003089,5702.2578315,9093.08423407,216.392641896,16.6523598983,1166.91129521,124.979720611,3818.02160573,2832.96859726,12697.8521472,1077.14690037,5739.04023005,7448.00769318,4565.35225801,4727.10048712,17559.9253774,14429.5261063,20394.9822808,39246.9927414,19325.8805935,18.5153139405,32.870946602,5.60569594702,1160.46745198,73.6
"322","Colombia","COL",2016,317.461289693,103.547699352,368.405338354,3890.67780753,9667.70618357,127.345322311,9.75497012732,719.05746828,67.3166946503,2477.59394839,2856.72556653,12990.047487,1432.79879757,5797.35725609,7717.52181258,4308.58012865,5184.38859609,21104.6841663,15663.2995597,23982.1304708,43327.9565673,18474.6597692,15.1600013156,19.2125266799,2.65376250649,1269.58646967,NA
"323","Comoros","COM",1990,234.144003262,213.339060382,213.058311301,449.26315334,168.494296901,71.7270187556,2.74200721147,497.86269889,147.585329585,212.902096173,62.9311479592,11.9327779705,1.27018254806,110.583838169,81.1231396812,39.8648342622,22.4777737603,147.458507212,100.618550706,63.8079237024,383.709321292,138.320385735,3.94194903512,9.44106309325,85.1543411092,16.9919949955,NA
"324","Comoros","COM",1995,253.365935004,232.34778552,222.302104443,446.533982117,172.389989864,64.2602676207,2.74840848101,447.825565738,124.096253712,215.661071615,62.6106399667,14.1486635758,1.66250995644,118.889651998,88.5039222891,45.296331787,25.3252277882,168.404902841,114.966907621,76.7109582885,416.649583205,152.625866633,4.15074262576,8.89002319312,69.4315307657,19.8187526915,NA
"325","Comoros","COM",2000,488.728338391,446.320850904,361.615285533,421.93281089,169.930978861,125.725689498,9.22164715842,593.191417415,159.177717624,232.339115185,58.061076439,14.8266561906,2.08793200653,114.365389735,88.222293426,51.6127177908,26.05265312,180.133395124,120.195082951,76.7474436105,406.436165506,152.046567405,4.05594533258,17.5045979587,71.0973470262,20.2314604038,59.5
"326","Comoros","COM",2005,385.995194105,348.718939386,300.278444654,366.554010575,160.523215676,82.3643884309,5.5982772882,462.817089246,98.3157603077,236.571828324,49.6822855178,16.4698669923,2.93319711355,105.314149685,82.2608644409,60.146282077,25.4337556622,174.897206167,115.53423449,74.865346009,379.792343997,147.249117475,3.44328071128,12.9449422075,44.1722988723,22.9020693693,60
"327","Comoros","COM",2006,376.934314741,340.298120189,296.318369363,369.054244467,159.69623927,77.382848626,5.22535202084,442.998113448,83.0608636226,233.786822455,49.2474187869,17.296673444,3.19882012263,106.419296699,83.2535726925,62.7688689003,25.7746924049,178.803496714,117.569552731,77.0617612734,384.127983183,150.419985887,3.27086520265,13.203581708,30.3275159335,23.9597938102,63
"328","Comoros","COM",2010,321.859342518,291.27576602,257.866541364,366.475417249,147.027298963,54.6595596792,3.14754840811,351.894744067,50.9624701315,215.034344718,45.3257022085,19.639396522,4.41770669513,112.975501355,88.4976412725,72.2974188466,27.82142962,195.825617337,128.043491104,88.5207864759,410.09814721,152.069309443,3.02895414524,9.92719639208,12.096686711,24.3553296656,61.8
"329","Comoros","COM",2016,287.488789944,259.148770106,221.211681999,337.74710256,160.392612453,33.1433535813,1.70145829389,219.00154958,31.4745133894,162.11823607,40.2441301629,26.3436966176,6.80436406311,133.328688546,104.057322256,79.6042230566,32.5549713888,233.998530673,154.547440365,114.332517883,481.919877069,154.063145777,2.70885541227,5.49653621556,13.6743842864,28.4765806711,NA
"330","Congo","COG",1990,1391.05305928,1186.08500372,1120.23122146,2735.22786682,1718.51791496,230.039009585,12.3644963646,1925.52093051,354.955322767,998.756287934,257.868539278,2347.86342766,56.7432621148,854.950530454,733.436596904,2021.63627756,352.07782545,1922.2635099,1025.16858576,1046.54957809,3264.06638228,1165.18018393,21.4561111226,57.5853616922,441.550579046,112.006941919,NA
"331","Congo","COG",1995,1438.0566079,1222.5910851,1180.73999863,3036.73178798,1955.09597212,231.563330785,10.8067710762,2149.3376987,428.436286053,1168.72977766,297.638882394,2147.53291371,96.2468051965,942.856221842,812.497589731,4127.32137257,406.252738594,2198.5112246,1203.92300656,1260.43056384,3728.50695248,1286.07337723,27.9473191876,55.4524160549,347.967040759,126.635881192,NA
"332","Congo","COG",2000,1709.6155822,1474.63047369,1372.75208777,3102.75131297,2152.25255313,268.439894759,13.5223095001,2452.53261501,532.033682458,1401.188508,306.334582512,1986.33324213,119.175024973,914.710216594,804.666777409,5510.042717,419.526913877,2160.11896958,1221.16053275,1501.58524663,3820.87857895,1202.41513208,37.7339097711,59.0138632308,254.435334157,133.174439123,52.9
"333","Congo","COG",2005,2072.09266307,1812.34868513,1564.19054791,2728.751255,1935.9602125,307.696231089,21.2386846239,2136.33455866,309.518802953,1394.27190508,296.159120198,1641.07890824,116.003135645,837.939331748,732.204519727,5552.82142515,397.676991965,1984.59667126,1107.08022696,1616.6321524,3562.56153817,999.673556989,38.1760098032,58.769732714,64.0223542801,135.623409908,55.3
"334","Congo","COG",2006,2148.01686017,1881.62454453,1608.94792888,2688.29432995,1912.18306715,322.051060609,23.1713202827,2181.33598103,296.271248586,1388.22099788,292.695496425,1617.62741178,112.955698006,835.997537706,730.417723123,5363.93830323,398.331799801,1989.07030504,1105.51257818,1641.72443494,3570.50925222,1000.44326177,38.9013145863,59.4402335066,60.2897325203,137.287990898,56.9
"335","Congo","COG",2010,2259.54791721,1983.23462091,1663.29265655,2531.77577333,1819.46908556,327.797260547,25.9218313892,2162.54379571,279.135047273,1385.61262839,261.922673551,1705.12232392,100.528285046,856.589472633,747.948078283,4495.52086444,416.495151826,2055.64319736,1139.80088602,1761.40503154,3721.23852018,1046.41971136,41.3149758421,51.4960439521,90.4227637574,152.500353712,62
"336","Congo","COG",2016,1999.26017723,1714.52758529,1468.69921431,2120.79283529,1938.32946179,236.16105413,19.143504645,1527.68216855,159.500178979,1226.58067379,242.265035283,1970.89722494,103.731084274,896.218312478,798.055885479,4289.34685822,461.733890091,2247.79475735,1251.87474495,2044.03675053,4067.30327997,1246.49178476,37.6192298707,32.2255115292,41.657584112,176.017859187,NA
"337","Costa Rica","CRI",1990,87.0542543127,51.8103949446,55.2028226347,453.218428015,573.597767441,41.0732195531,3.97615545319,161.682092218,15.6843449103,404.005550182,179.283155232,764.779185118,62.6865689477,285.172188839,521.491416883,182.187145692,256.057540542,974.412619026,1090.13964231,1005.22189058,2187.57363685,742.065373964,1.31398158011,3.00965368784,3.65211697596,94.5231785257,NA
"338","Costa Rica","CRI",1995,71.3365280531,33.1963886529,48.9378246697,356.092403837,649.178294381,27.7947081718,2.7807882565,105.77235276,10.1102535058,339.180569318,188.485470839,955.258183382,96.1746276774,274.536234951,573.3212601,311.198693081,294.544206802,1189.93864458,1265.39519102,1295.75001741,2631.2514404,860.131593708,1.21373834516,2.27313219033,1.4547183733,116.146491892,NA
"339","Costa Rica","CRI",2000,51.899596902,19.8176372806,39.3897948339,262.637657117,715.711059735,19.2070239365,1.84965863107,69.2964698623,6.3990342576,288.681818407,188.502015547,1015.51852136,127.460160932,267.537562429,561.401386306,299.466909171,298.575344143,1393.30495135,1288.65604635,1522.04253059,2894.18539926,1023.40009409,1.27087251135,1.69362256121,0.639861300039,137.492111422,77.6
"340","Costa Rica","CRI",2005,37.7770142891,12.0942725783,30.9727566235,196.838389825,691.457255496,11.9662326069,1.05663897769,44.1747429483,3.89714109135,244.631036184,163.81465212,1045.39590428,164.392869584,294.259851256,552.771636476,286.966934045,306.308472871,1540.06360585,1313.18399326,1753.47459829,3088.25754082,977.590662448,1.18663017039,1.14912282717,0.279977597889,157.713887274,78.6
"341","Costa Rica","CRI",2006,34.0166762962,10.5678227498,29.0564416656,186.027844652,665.159346179,10.6359547108,0.908732677323,39.7165319,3.44858069959,238.798346815,159.512313356,1062.12907672,175.590444018,293.57243123,551.205667809,294.280956291,306.392642709,1547.69947427,1317.56380915,1787.70907094,3126.81508449,935.048623483,1.14075109527,1.00541239772,0.236576812584,161.308433285,78
"342","Costa Rica","CRI",2010,30.9240153896,8.51001027558,27.7367298478,151.070199899,610.80719674,8.15181319282,0.703049350732,29.5650601646,2.46009105899,212.531567673,156.310313327,1148.9246935,213.344440284,309.76156133,575.56055703,290.513624278,325.650397966,1684.33852561,1404.27136859,2014.67145651,3387.47041969,898.743392492,0.989603140695,0.744673114022,0.159081730978,176.864377124,78.1
"343","Costa Rica","CRI",2016,32.937705174,8.47491889717,31.4900386157,135.593738088,841.760655746,5.88232192938,0.531950839595,21.0841165907,1.74460603812,153.945991316,195.646109973,1368.45195824,287.520642596,354.159030131,686.034801977,312.510777695,406.440173174,2038.90600687,1715.11205065,2569.11635665,4127.56517761,1014.62680668,0.998147125735,0.5697887495,0.0962935760945,217.668802118,NA
"344","Cote d'Ivoire","CIV",1990,8860.01735342,7461.2556086,7198.20701799,12440.528139,6250.39696088,2978.15722806,126.75153262,15652.8417752,2851.73840715,7236.83018113,1915.99906836,4522.08035065,279.989230697,2037.85032584,2252.19820222,7230.48368243,969.640656096,3738.29942471,2762.60393669,1840.79840664,10382.9737495,3446.20750788,191.420968679,378.407599451,1542.69885158,439.556206166,NA
"345","Cote d'Ivoire","CIV",1995,9194.87316953,7954.1473689,7679.13349128,14371.4765322,7603.08703696,3181.55944128,134.860729518,15867.9445389,3203.520948,7945.1903398,2298.57009417,7338.4506177,674.466789817,2611.36947787,2992.58830742,18595.7615092,1324.69387753,5387.71896943,4039.14735946,3012.3269866,13858.1915087,4755.30284847,234.20763281,431.94215971,943.749860542,582.285626361,NA
"346","Cote d'Ivoire","CIV",2000,9214.63294358,8074.74013169,7821.18828492,14991.9850898,8287.10098856,3316.33065774,142.004389083,15366.6962133,3082.14812453,8992.609229,2479.87659058,8426.27238439,1067.74939967,3107.07271666,3516.76554881,28863.8025178,1559.12329684,6813.8154056,4665.46838548,5294.10175337,15960.5244706,5154.26087902,264.893586937,420.334694654,853.298646483,658.805279753,NA
"347","Cote d'Ivoire","CIV",2005,9955.03304542,8562.86597363,8191.15268048,15083.2329208,7694.85265972,3269.30804718,158.162729714,14396.066165,2953.06430432,9307.2772812,2722.73220426,8341.48607753,1207.8120759,3580.98055269,3846.86463296,31274.217055,1667.08965262,7768.81076132,4735.12035562,6550.62411031,16975.9721041,5146.8951584,268.413775053,378.312072771,987.241375833,661.592909158,NA
"348","Cote d'Ivoire","CIV",2006,10360.8736927,8888.80864887,8468.96971594,15388.0424687,7836.81871804,3331.43982096,169.158441593,13953.3696444,2458.73680665,9360.48464981,2767.42511699,8345.38376481,1177.6421538,3700.50763935,3936.36035678,30181.9462545,1700.06095322,7995.30365474,4777.97982504,6749.74405191,17333.9345508,5227.59328872,271.856897904,385.980969822,661.01314689,672.499076845,NA
"349","Cote d'Ivoire","CIV",2010,10163.9182514,8607.25137231,8325.09782234,15385.020612,8045.72698287,3115.15120736,170.975420146,13091.4932082,2069.64798253,9592.36195067,2370.32743319,8070.82941356,1054.5961658,4000.53883646,4106.52225643,25945.0349389,1791.48651714,8505.76283394,4788.00913907,7164.72203904,18062.2251708,5531.0698858,269.348718575,316.991227156,624.192182942,709.11447238,NA
"350","Cote d'Ivoire","CIV",2016,10245.3726807,8421.02141703,8537.22174457,15815.9872303,12339.3617624,3092.92207413,206.308443229,14149.8134045,2086.94719995,9762.79800815,2631.36701775,8017.76182514,847.12856355,4319.35294161,4530.8528937,18063.9085435,2044.59003033,9929.11273008,5267.033069,8528.51543753,20494.2388207,6605.71370364,290.555950847,326.030600237,496.279198183,848.960591867,NA
"351","Croatia","HRV",1990,12.0570086758,4.07917455137,12.0280801231,1813.79021237,3967.24991487,8.61465617032,0.63706159007,22.0883424715,2.19725320197,166.07490489,1370.28336695,7392.69517908,273.87755672,3460.02564842,2887.81168954,292.553671058,2113.04061225,4751.74371162,8015.26515199,6146.29391118,17915.3118959,11027.5738642,0.532599976653,0.605904581275,0.0526233978518,411.947174898,NA
"352","Croatia","HRV",1995,7.63023205558,2.5596714771,12.8905827681,1609.19236568,3678.89001353,5.77967193976,0.287725434788,15.6977644181,1.77656663519,129.558351377,1403.60430816,7372.5911785,315.949502224,3579.40728903,2905.73528741,258.633490215,2135.34485889,4999.92634163,7830.11004728,6339.05003767,17360.7267776,10516.0484628,0.666376785231,0.497716049202,0.0291130841231,404.228730183,NA
"353","Croatia","HRV",2000,5.94849141972,1.78312271251,12.3660205496,1309.6204008,3429.60014676,3.4172894538,0.161930633289,9.36029196244,1.05194986339,85.0635882933,1318.13883591,7486.0409107,355.982791284,3429.35810283,2707.00793023,213.870379471,2089.21331802,4933.24692599,7171.99210998,6605.71412644,16390.4963023,9831.33966707,0.591371932042,0.305674476451,0.0129158897461,471.250813312,74.7
"354","Croatia","HRV",2005,6.60771530053,1.87852732777,10.3162072971,1062.34801065,3305.83371133,2.350768572,0.12916632555,5.84339834194,0.588004490651,57.1775661088,1361.45923387,6860.85194741,388.060900613,3239.69092961,2772.50860049,193.461900901,2143.02801036,5144.06322117,7000.43961556,6763.08482702,15884.582089,9129.44434358,0.52996774657,0.164206170406,0.00807296719169,551.78379199,75.2
"355","Croatia","HRV",2006,6.76939694476,1.92609411036,9.67764983217,1020.00596657,3299.57099773,2.14118014011,0.126967797256,5.2858810719,0.524277475,53.1820691339,1350.08799577,6685.69555209,393.322533696,3206.05864406,2780.89040158,194.097252386,2161.76774453,5201.03892375,7045.20117705,6811.36108009,15932.4138366,9056.70902031,0.537566076021,0.145417873878,0.00748209186689,573.673803771,75.9
"356","Croatia","HRV",2010,7.74701423414,2.25148042233,7.1851507108,850.653244475,3217.42418869,1.52969176462,0.125873193999,3.59744598832,0.336842673086,39.1980807164,1300.20883543,5893.54732391,394.274576851,2822.9813278,2610.07725011,205.547607393,2231.29709449,5283.33357118,7215.05680942,6891.57983804,15894.3081345,8812.06240446,0.597977405521,0.0881807303991,0.00587112139901,674.218643103,76.6
"357","Croatia","HRV",2016,8.84319840697,2.61162802288,6.65574447344,679.290615075,3388.03181824,1.05222470268,0.0974673139647,2.42362060099,0.220088785908,27.5292625291,1280.78267468,5452.75579224,388.756569997,2630.42424456,2481.12704757,197.342942628,2379.56343419,5389.29110836,7760.48694082,6861.35657725,16398.8395041,8514.51224281,0.567528056327,0.0613662109066,0.00459092419492,770.291903212,NA
"358","Cuba","CUB",1990,325.052829595,201.816866453,263.830865118,827.931467082,5163.09280503,71.4357280204,7.56252886714,147.62795883,10.3395625534,403.786788231,1757.49894553,2726.67697467,411.792780082,3541.08665782,4282.31983554,625.365452834,3386.77174191,8487.27990242,9781.69674211,6667.71332619,15444.4308981,13685.6324438,4.99124868785,3.30591492803,3.50035829908,762.081064565,NA
"359","Cuba","CUB",1995,396.727456361,239.084315172,299.323673401,1038.89332986,5432.43902125,40.7720067715,3.85866983852,106.518135323,6.52635142296,225.854011716,1947.45437865,2738.24213387,492.277369417,3565.41993395,4409.11557749,740.891948399,3552.70714395,8754.02006717,10037.1965592,6939.7840356,16480.5042138,14386.489269,4.48143026218,2.70992004076,1.39352794039,996.618685419,NA
"360","Cuba","CUB",2000,223.847264151,135.154059893,281.912618387,849.336869176,5372.39086807,22.062120873,1.84342740294,70.6723783873,4.93815314308,171.257654693,1888.25717658,2781.67944029,522.086667125,2641.49060832,3388.73241774,757.908089576,3214.94962409,7721.7555405,8557.79083164,6677.10627601,15839.6043551,14984.8864302,3.63417796309,1.42687729211,0.217441212268,1155.16644634,76.9
"361","Cuba","CUB",2005,164.309557138,94.5354534845,265.364152995,626.856732343,5308.82424687,13.4758774874,1.16956584994,43.4861498237,3.24938203831,103.069507464,1794.29909356,3257.32424084,613.264947738,2124.02238654,2590.48776181,784.884176675,3204.21589437,7920.81262932,7971.60668202,7374.73523994,16144.6045722,16113.1881794,3.23858321218,1.45671972815,0.06377993303,1216.34718613,77.2
"362","Cuba","CUB",2006,152.909306832,87.1393481853,257.531470149,587.057152182,5142.74665938,12.3417518733,1.03052678412,39.6419727338,3.15759299806,93.5265504204,1772.91347563,3367.38181591,625.51699473,2035.06437818,2478.32567127,789.750348695,3199.16323475,8065.59896416,7915.88103147,7531.24068296,16233.4291135,16285.2870178,3.18852863708,1.34879689626,0.0586751600056,1233.17879098,78
"363","Cuba","CUB",2010,146.896930139,85.8226877874,251.857269154,468.689147586,4657.68231984,12.3489857306,1.00441598272,38.6718584944,3.82150835434,94.6731881234,1691.81021636,3908.63112501,715.961149037,1828.1458656,2244.42289893,858.488978352,3293.12865896,8747.61874932,7935.87941869,8245.22210003,16963.5716048,16815.9487285,3.33660278878,1.10454924916,0.0645956979464,1363.35286421,78
"364","Cuba","CUB",2016,147.964690139,79.187181036,256.009403343,370.213190192,5344.01527934,9.18924608262,0.769232374566,29.8257426746,3.41722678667,64.5971217065,1757.23074006,4821.08303742,883.67627724,1844.66107367,2376.58882885,962.14723783,3621.65349492,9901.28808456,8815.75903672,9437.03352269,18844.5596089,18044.2093951,2.45889991672,0.924530799162,0.0539449575011,1557.19875832,NA
"365","Cyprus","CYP",1990,2.76191677488,2.39322001711,1.81853581523,32.1945890857,324.433094439,1.24467915429,0.136647027917,2.42909485166,0.14977745218,36.7803333074,107.528686397,201.039780548,17.3348830746,179.092865383,195.70969636,15.4387205882,265.314801991,1350.4839743,759.856595514,626.10781004,1594.3720737,661.416806853,0.222852035209,0.0499414068352,0.00377448221337,58.7202221898,NA
"366","Cyprus","CYP",1995,2.33946377477,1.75696699884,1.82486138602,19.3167432641,325.349971028,0.914007742601,0.1130919427,1.62618882886,0.0763268313157,24.7193535525,116.831600352,253.758417282,20.6872481955,215.594171684,190.443700024,16.6176817144,274.184579947,1394.2191192,789.334546307,716.161249,1642.4323698,701.153014984,0.234106936203,0.0360317594665,0.00402099300048,63.2978773776,NA
"367","Cyprus","CYP",2000,1.86623782236,1.17888723049,1.69288239653,12.7385452063,309.77762638,0.554803207146,0.0797166721509,0.914160473067,0.0396626654224,14.4176405269,112.766661244,243.241969643,23.3873258453,250.488070705,191.385729302,16.7017985634,259.74214643,1347.82876896,744.022850925,744.575480938,1551.50128275,692.324916734,0.230148268291,0.0322606839076,0.00238834659437,62.5558945488,78.1
"368","Cyprus","CYP",2005,1.62053400262,0.933054836341,1.60868307488,9.3624730587,288.435658914,0.439731856656,0.0702896593477,0.620697420108,0.0266234498321,11.1063540949,106.325232587,226.099056108,26.6919342794,266.580221226,195.343520827,19.1331434131,243.306819963,1272.34745346,684.706271042,751.268905108,1447.21839345,766.599276883,0.247015569395,0.0241528116826,0.00278955053365,64.2677636661,78.7
"369","Cyprus","CYP",2006,1.61415916328,0.911751329554,1.59699977027,8.60004103485,281.826691155,0.431956463428,0.0710644148714,0.586107265171,0.0245911243507,10.2880609253,103.722420027,210.891240998,27.1688057614,259.536782116,190.632466435,19.3507442802,235.859050865,1234.03930501,661.9387576,733.039109474,1406.32508371,750.159290274,0.250247547925,0.0215541043548,0.00292920523331,60.9728281612,78.8
"370","Cyprus","CYP",2010,1.74505516648,0.893180741537,1.64098423027,6.75413425902,286.842863351,0.439419514608,0.0784528971485,0.556409423323,0.0219755212948,8.64241428832,101.665854182,223.977705034,32.0114478646,245.706001131,184.512670722,20.5541217635,230.941533072,1220.57934555,638.054834743,754.528906645,1388.51650055,820.318420326,0.262493092867,0.019018714885,0.00397251277117,63.7102086514,79.5
"371","Cyprus","CYP",2016,2.12156859225,0.998433131974,1.93500222595,5.49128274612,333.282547883,0.400893737936,0.0783631413417,0.489122133571,0.0182592425632,6.21502235347,108.392061967,229.434735094,39.8544467635,255.293914921,201.590117608,21.5768775722,253.784781269,1274.77695392,689.450975703,837.262646979,1550.33540931,835.613454169,0.272831214339,0.0165124855453,0.00437924538474,75.7937189939,NA
"372","Czech Republic","CZE",1990,11.4065594472,1.76331175578,23.3575940787,896.805830695,12505.5061644,12.1892619944,0.33937519211,40.5718094652,2.20755838158,439.131999773,2687.87638706,12130.9841207,525.65785228,9693.41095186,8574.14647983,701.489773531,6500.64632475,14518.5210582,26474.6654011,16315.5628573,44817.7624276,23843.2771465,1.27757660617,0.602941052147,0.032868797454,1937.16733144,NA
"373","Czech Republic","CZE",1995,6.93285919538,1.04682603929,21.3984565495,663.486244133,9719.28629514,6.30669205335,0.138996219142,21.804325839,1.23461632736,225.299290252,2270.21690355,11339.3800569,626.330924744,8504.81409996,7730.97421765,647.6540454,5939.87731909,12651.6962754,23438.126228,14573.9587746,39380.235748,21026.4535481,1.00659276746,0.463239968572,0.0182786834713,1724.90433443,NA
"374","Czech Republic","CZE",2000,5.6243591711,0.970607695304,20.2383973447,500.642057655,7782.94066179,3.50495298032,0.0610456752049,10.963880944,0.594262919323,83.778152786,1987.31927117,11136.225107,725.145042731,7370.20594744,6535.65446797,596.846005533,5319.50777884,11488.9228371,19817.6228441,13728.5111323,34518.6623787,19413.2494674,0.958167521665,0.260014311366,0.00640508353638,1365.96258239,NA
"375","Czech Republic","CZE",2005,11.116806058,2.27346353534,21.780806693,412.931896815,7061.92602438,3.63296937702,0.100220036006,10.2905891064,0.522907647298,64.3546268755,1967.83990893,10838.1423598,785.323131267,6458.33930118,5881.30496465,565.330715171,5030.34720506,11599.6983509,18017.6985123,13480.1887433,31844.1659504,18222.7106784,1.2269645525,0.23605338918,0.00755732889113,1171.95655607,NA
"376","Czech Republic","CZE",2006,14.2442540505,3.00792975326,22.198383879,392.268572666,6966.51110123,3.97902012751,0.124483267422,11.0763491547,0.556834064767,64.5183935474,1953.71790079,10596.1999887,785.918361263,6252.81571338,5751.37634962,556.116486598,4938.60741511,11571.199397,17672.4488941,13458.1242271,31141.2262825,17850.5753764,1.37013372792,0.24296299965,0.00889383212739,1121.59848086,NA
"377","Czech Republic","CZE",2010,43.7625697372,10.2661028325,25.5127736353,338.984062049,6977.79898536,4.06999505124,0.260369162276,11.1109948545,0.526563378501,58.9209121865,2010.98260474,9691.48314799,816.034130325,5938.64830665,5583.58004005,542.450511402,4941.97175745,11985.524575,17439.6480432,13847.1171743,30369.813182,17636.597032,2.09333053353,0.26731122622,0.0172581666629,1077.67775172,NA
"378","Czech Republic","CZE",2016,70.115982917,17.8480162653,27.5476516608,261.67543606,6542.90407805,3.08477263352,0.250977926182,8.06039299889,0.362804752986,46.1689611666,2007.52653802,8232.15718323,830.850771397,5575.64391165,5279.01958848,493.490354218,4896.2372353,12535.1751108,16876.3431365,13997.645365,29757.7371312,15938.3174837,2.29890190125,0.200184771576,0.0143963245451,1087.18232609,NA
"379","Democratic Republic of Congo","COD",1990,23668.0030992,20275.6001645,20031.3567823,35509.7604683,19684.8683422,7464.69756688,306.998952165,54356.0622561,14146.0422382,22021.6508028,3665.72407536,11843.1530259,566.68409177,7328.72213364,5699.80423281,16934.5959901,2413.49636347,14492.4684202,6739.1935756,9128.99619461,23818.4512394,8520.08727906,375.616239354,2629.59775723,7782.39473424,827.911977378,NA
"380","Democratic Republic of Congo","COD",1995,28081.7483806,24270.1366204,23541.729301,41036.0485453,22855.7392491,8422.44562864,317.789919117,64551.9016556,14918.7407216,25177.3792912,4144.12263219,12912.7930932,804.562869364,8983.15217198,6874.50321702,27836.5073952,2901.520141,17202.9419783,8108.69999673,10513.1249014,28351.2078553,10111.3717374,417.046171641,3258.00818999,8761.58232007,983.006421507,NA
"381","Democratic Republic of Congo","COD",2000,32504.3480492,28426.8448772,26756.74782,44628.6141479,25250.0004345,8684.83285082,329.558958387,68007.016915,13164.1379304,27936.3871383,4587.69159831,16517.3823559,946.050972067,10292.2025956,7732.33485421,36261.3040345,3213.39661967,20055.2853907,8621.09084657,10122.7646851,31381.5732203,11692.2508755,456.816693988,3907.82353273,6994.04308021,1062.0951055,NA
"382","Democratic Republic of Congo","COD",2005,35878.7775502,30972.1201561,28702.2537391,45864.5807827,25174.2808187,7855.67032247,339.006470926,60278.62634,10232.0380251,29766.0135311,4533.93714503,19042.5170174,1008.60834279,11642.8495705,8681.21400872,40394.6509015,3610.27030308,22255.8348889,9047.10412232,9555.87574775,34995.8407775,12547.9906897,616.395430615,3762.64674735,4266.62736256,1215.30580144,NA
"383","Democratic Republic of Congo","COD",2006,36094.6007333,31103.790477,28932.5325071,46702.820146,25406.7953647,7687.31269274,334.380338239,59064.2877634,9712.10963407,30243.3416319,4499.8223797,19566.573448,1009.58840163,12029.0933455,8968.51282399,40101.8838413,3725.24521966,23022.0017651,9277.17099716,9643.46866983,36113.5217477,12867.309086,668.901296685,3709.78917359,3705.48240977,1252.62527658,NA
"384","Democratic Republic of Congo","COD",2010,34739.8317755,29945.6176029,28510.1660561,50536.3687398,26471.8210962,6631.0008629,288.312029723,55508.9710142,9114.22381161,31905.7909416,4464.63007561,23313.2108265,1005.69318857,13741.8091756,10257.1304423,37361.0606828,4281.68690217,26538.3793638,10502.1351162,10726.4853607,41208.9507291,15146.7787047,844.24895528,3311.89301662,3572.65541421,1427.6894392,NA
"385","Democratic Republic of Congo","COD",2016,33123.7235737,28001.9593087,27652.8147723,52788.4518416,32663.8201769,6068.27660031,304.159099116,51253.2593507,7318.17806548,31974.2277637,3984.71563695,28118.2103281,920.178690912,15246.2733913,11543.6341225,25244.2263389,5056.89734296,30485.9903924,12474.0076636,14502.1020164,47611.1000915,18509.1023,838.98572673,2210.89668862,2238.70989521,1762.40007814,NA
