"","Country","Code","Year","Unsafe.water.source..deaths.","Poor.sanitation..deaths.","No.access.to.handwashing.facility..deaths.","Household.air.pollution..deaths.","Outdoor.air.pollution..deaths.","Non.exclusive.breastfeeding..deaths.","Discontinued.breastfeeding..deaths.","Child.wasting..deaths.","Child.stunting..deaths.","Low.birth.weight..deaths.","Secondhand.smoke..deaths.","Alcohol.use..deaths.","Drug.use..deaths.","Diet.low.in.fruits..deaths.","Diet.low.in.vegetables..deaths.","Unsafe.sex..deaths.","Low.physical.activity..deaths.","High.blood.sugar..deaths.","High.cholesterol..deaths.","High.body.mass.index..obesity...deaths.","High.blood.pressure..deaths.","Smoking..deaths.","Iron.deficiency..deaths.","Zinc.deficiency..deaths.","Vitamin.A.deficiency..deaths.","Low.bone.mineral.density..deaths.","Life.expectancy"
"1142","Saint Vincent and the Grenadines","VCT",1990,6.87555502296,5.73496985499,5.61092958556,60.6460273357,34.1200131129,2.59362815378,0.327131255913,11.997997601,0.994113376339,27.3425785186,11.2406916169,28.0402572547,4.54952797557,35.3078681845,33.7871579684,15.2197693371,24.4001528752,149.431939032,60.1535004517,109.710815251,156.269337966,37.4489748207,0.0361565766648,0.220821967396,0.46531641523,2.06300898819,NA
"1143","Saint Vincent and the Grenadines","VCT",1995,5.50529860123,4.46084139856,4.69142496205,55.1053400481,36.0050446161,1.80077981213,0.206869379291,7.45290733672,0.639603212878,21.9343950006,12.412538691,28.0448839912,5.0233201154,38.3901901046,35.5240613235,21.8303895517,26.5539901984,177.588534808,64.3478389294,127.029904956,167.32003844,41.1654231179,0.0432116000281,0.149343611773,0.22366297178,2.31537224957,NA
"1144","Saint Vincent and the Grenadines","VCT",2000,3.55233813319,2.67849900707,3.48865195558,28.8142472144,35.1151521151,1.14437998375,0.112735726956,4.73422053755,0.366627149824,16.6474168743,11.2878678727,28.7104946323,5.7430366566,36.9920416341,33.2117302235,41.2479739609,26.1051859171,195.533328204,62.4885520005,137.791527316,167.63519114,43.7050255456,0.0248255744565,0.0904948213706,0.0692043295896,2.64777924043,79
"1145","Saint Vincent and the Grenadines","VCT",2005,2.31612515545,1.56250935997,2.80842359963,13.1400792606,32.828006009,0.825894763042,0.065117126549,3.03811743309,0.243253010722,14.1480954657,10.5307779695,34.663749825,6.23073447221,33.4562336522,31.7078100343,28.8629559014,26.1473706435,198.073708414,62.2824760047,150.964006058,172.24063076,43.2103678485,0.0179461080601,0.0491001936798,0.0152076711878,3.04640365203,71.4
"1146","Saint Vincent and the Grenadines","VCT",2006,2.21543695489,1.46438009345,2.70079093166,11.5311159733,32.1268297777,0.787459989408,0.0615814927863,2.81647221688,0.224549037305,13.648688814,10.3357534067,35.3202693034,6.25690140379,32.4923486805,31.6225339912,31.6900322024,26.1424158918,195.477221639,62.9305912969,151.554125491,172.501112242,42.9571508143,0.0176186276693,0.0439642998725,0.013186358852,2.92271159394,71.7
"1147","Saint Vincent and the Grenadines","VCT",2010,1.96651209576,1.23306740547,2.52629905119,8.36380950045,30.1085745241,0.70211681611,0.0518665184902,2.35825096576,0.188886688106,12.1714997501,9.89476102422,40.5483145039,6.67265431233,30.7878278177,31.3676795239,28.1840028565,26.361125121,195.151661366,64.3803273524,161.381570556,178.005028495,43.7494553118,0.0219762141846,0.0337861749265,0.00821639965849,2.98185171912,72.5
"1148","Saint Vincent and the Grenadines","VCT",2016,2.07328307445,1.24472453086,2.63019863992,6.24526574143,37.6102630135,0.602211456121,0.0471090748704,2.10461697423,0.161375438244,8.46865567936,10.7579726563,49.0945977065,8.1896808434,33.9755063609,34.335625044,27.4610308316,28.6633747276,217.167479852,70.7493228391,186.885966376,199.522505456,52.6766483634,0.0211711264707,0.0328653420831,0.00753998331608,3.5675922708,NA
"1149","Samoa","WSM",1990,5.17202792377,2.9628225002,3.59197554773,92.0269561106,9.88376544873,1.16064697793,0.0176635146148,11.7527548182,1.9035148887,24.3785097252,26.173452502,20.511868756,1.91621691313,50.1802559853,39.5577583243,5.65021742809,20.6662049732,176.617533596,52.489711703,181.873577417,166.896427411,120.116672817,0.292859335016,0.317591059624,4.5022618094,1.91001202814,NA
"1150","Samoa","WSM",1995,4.75110043748,2.43583139328,2.99645391065,90.1626841843,10.7648196403,0.885271509976,0.0151635445046,8.62658428513,1.23319242171,19.9072363223,26.7673388784,21.3891774839,2.17469862724,54.6664080711,43.1698392542,7.05272513696,23.4903954761,202.005010699,60.2384070878,204.108312178,188.058398377,128.825709831,0.236417681579,0.260178282019,3.00806322264,2.24055454398,NA
"1151","Samoa","WSM",2000,3.97975911424,1.79377983777,2.53802138771,86.7808889422,11.3559470469,0.779044222338,0.0138013566556,6.50644361544,0.626129078174,16.0024239507,28.851346496,20.9576140851,2.32873981817,55.6255089192,44.5973425365,7.58913403196,26.5016898391,232.522507732,65.9697533554,228.959573275,208.793512106,127.874787691,0.188675291287,0.247840152772,0.510790092286,2.72703605439,72
"1152","Samoa","WSM",2005,3.46767361102,1.45090837428,2.2821626514,83.9093069175,12.3018792588,0.730840651909,0.0122550937123,5.56923435312,0.553984849938,14.3668446825,31.9542850413,22.2466815345,2.57445182243,54.4289915522,45.4272264498,8.40674707094,29.317999489,264.166248461,71.4135287109,254.068796367,227.803649179,127.236508973,0.142844482919,0.194040391291,0.444931534722,3.33273174523,71.6
"1153","Samoa","WSM",2006,3.42846656052,1.42662602562,2.25002522102,82.948066232,10.0400940589,0.715042244893,0.0119893540114,5.42352197575,0.541605146215,14.1806112959,32.2529105334,22.4780890706,2.62684124406,53.8933217041,45.4523058177,8.54850716256,29.6206130247,266.76976098,72.1946207862,255.676121085,230.141307857,126.548657285,0.14019387847,0.188885287221,0.465834455867,3.44796900811,72
"1154","Samoa","WSM",2010,3.41185314617,1.41572509973,2.21387323545,85.0299673509,5.81447238104,0.64750918922,0.0116010795371,4.86443495863,0.465602852,12.2955315142,34.4449177358,23.369654262,2.99109749176,55.9879788945,48.6549853232,9.70124450389,32.4600107673,289.987774062,79.820846257,276.429241123,250.956136056,131.039580939,0.148977062795,0.159889995991,0.366437029636,4.046574454,72.6
"1155","Samoa","WSM",2016,3.43992407153,1.43026782512,2.14744501128,76.558012278,9.71716973727,0.477229566261,0.00971253696059,3.75764598119,0.437377036156,9.57916886756,36.8942535343,25.2376606741,3.54171335303,62.5552070658,54.6792143933,11.3823349483,37.0500905053,332.825997018,92.3448663423,313.442917705,285.16291927,138.149444873,0.133782318279,0.112985586411,0.877789628528,4.81905433289,NA
"1156","Sao Tome and Principe","STP",1990,94.4628090588,81.9884727457,68.1727114014,136.013750259,42.9847004264,21.1583514385,1.86550324942,167.218925319,37.233172443,32.693684954,5.15422914911,39.4844019964,0.506095826962,25.5797922705,19.8004001637,13.9988808361,9.48029961282,33.3303545135,23.6131242157,24.1211486092,111.91234633,39.8591427498,0.784661740808,6.42577343711,27.9444516914,4.15923167337,NA
"1157","Sao Tome and Principe","STP",1995,90.2304104099,78.1332517915,65.0417365276,136.881046764,44.2299365045,18.7730630649,1.73500191843,146.265517634,33.9622059512,34.9060288292,4.391059443,50.0385131397,1.13074486816,28.363844203,21.3290008038,34.5392560585,10.7141213589,38.4838276048,25.9748937851,32.418067259,125.617895952,43.4378096258,0.849297789745,5.53508937427,22.4036079369,4.63752129968,NA
"1158","Sao Tome and Principe","STP",2000,71.0693188508,62.2852844311,54.3436909115,139.8877847,46.5576335601,14.1624438147,1.34604341227,111.943777137,21.888196199,35.4357490582,4.40043391679,60.7125134445,1.63773499337,32.593125191,23.5488433949,48.0542062892,12.375736232,45.3470043184,28.1196597929,42.5944251451,144.690578699,51.3639127614,0.779993796529,3.82662345562,9.24188589243,5.34568597536,62.6
"1159","Sao Tome and Principe","STP",2005,67.1952721951,59.4330695294,50.1526146634,125.811891231,44.29897209,15.8484770221,1.25938365393,112.669825223,21.5778563015,34.16539968,3.90956574035,62.1987290424,2.02310373204,32.4307406654,23.0748222929,55.7825154024,12.3864582031,46.8472953502,27.015683398,46.861163634,145.68967793,53.8930047,0.554042508974,2.53305317381,9.26073560242,5.87034919177,64.3
"1160","Sao Tome and Principe","STP",2006,46.5994901634,41.121175466,39.097847902,122.977979962,43.0301763957,11.1187516345,0.873972081201,91.1542589204,17.6831096919,33.5261557428,3.74501978244,62.2722467986,2.00665164954,32.4010379153,23.0682085438,54.3293169535,12.3709720897,47.2182453928,27.0621660222,47.8540598798,146.084384608,54.0233222223,0.523022680289,1.93984930791,7.23567346444,5.97893047046,64.7
"1161","Sao Tome and Principe","STP",2010,33.7960013201,28.0491089614,31.0670206954,105.957617203,37.4628740306,8.32909291536,0.702014993877,66.5722578118,10.9063237241,32.1481504184,3.22281119036,58.9201545013,1.79462212931,31.3110824165,22.5063648284,43.6079349334,12.0301842059,47.0664621343,26.8526591992,49.1845044256,143.227556371,51.8373530494,0.544298175067,1.47871337764,2.17374718533,6.09782671469,66.2
"1162","Sao Tome and Principe","STP",2016,21.2757047088,12.9958664119,22.5976365249,85.2203820076,40.8408445515,5.05340159544,0.399885340135,40.4349763462,4.19383888571,28.9965920361,2.59633916443,60.2859156389,1.56740503175,32.4675600252,23.1919832519,28.0745791508,12.0194577248,49.6815463739,28.6935078607,54.1234930018,147.651763281,55.1267733294,0.566700754659,0.832816354109,1.06105578379,6.535501152,NA
"1163","Saudi Arabia","SAU",1990,792.044721348,672.062205336,474.547575111,3708.90962225,4812.64465942,316.572163297,46.3918797066,1537.00254271,317.777387778,6717.5299833,1192.26337763,78.3095817416,260.94101341,1718.14336463,1102.22784612,91.938903131,1611.00495793,6698.93304899,3411.06778579,5453.23508566,8593.51542251,1567.51481505,8.48190850352,43.0568546954,109.734802507,415.124597328,NA
"1164","Saudi Arabia","SAU",1995,553.452532959,438.770595318,364.851067526,3089.05716047,5808.96149025,186.544303628,29.1389324077,845.976410225,130.387702917,5224.57770389,1265.32990522,83.6568882513,369.388161531,2293.01379277,1594.93556994,123.865269668,2168.62879707,9112.27201852,4587.86164313,7649.5931593,11559.0251269,2390.64048162,7.77117896866,26.4586166335,39.1270120488,511.95251832,NA
"1165","Saudi Arabia","SAU",2000,360.91089254,237.771686883,380.976089801,2439.60986726,7342.28143522,95.4837487235,15.0319306461,460.761191464,57.5201716231,4213.0906695,1511.15484129,100.296920636,511.706366348,3159.16121446,2485.51629107,170.248164195,2914.70391421,12249.817829,6170.61511053,11294.5291554,15052.2944407,3227.75077522,7.48985694555,15.1878346773,18.9503383057,665.872062843,72.6
"1166","Saudi Arabia","SAU",2005,267.06694397,132.057924533,378.083227413,924.275481573,7998.50464831,52.1123735737,8.57593147932,269.143744015,27.9179655383,2857.10742063,1540.24893007,132.011651992,691.227802823,3847.3207461,3210.88711994,226.717747206,3335.70512001,13507.1455591,7572.73840275,13353.3991634,17118.3736808,3878.07544975,6.74427413682,9.78974765189,10.1985548687,773.610050054,73.1
"1167","Saudi Arabia","SAU",2006,252.532439243,116.150996614,370.833992622,758.255842736,8246.71803982,46.615459212,7.68808160363,240.062946557,24.2434091759,2559.0351075,1530.59854889,138.979235424,720.303540643,3923.12500882,3295.96680939,238.593824912,3380.24588911,13673.5405317,7805.40573746,13647.3708197,17384.3693348,3970.98168028,6.40531164541,8.84163400575,9.03226439582,795.53252818,73.2
"1168","Saudi Arabia","SAU",2010,203.010162585,69.4038535024,302.147799413,318.549246323,9235.40258857,29.7659617319,5.02170452552,147.027239099,12.9532372509,1523.66790097,1477.65546735,179.254896076,905.582884434,4190.38155721,3567.68862354,280.364192608,3573.40748608,14105.1249804,8711.10766012,14574.364,18494.5209006,4455.55020832,5.18043553648,5.58776263557,4.71553416178,845.590203726,73.7
"1169","Saudi Arabia","SAU",2016,151.681760198,43.7292779947,217.972533425,95.0176339933,11210.4771742,12.5923837938,2.28328885457,55.4791071191,4.06652338233,596.553218627,1391.2754403,259.152486493,1314.80229202,4546.95661839,3830.40507735,328.891543758,3807.51908403,14793.5848198,10331.48145,17143.1675043,20243.3139447,5735.97356856,4.05534524544,2.19653858424,1.45195137662,1012.74796467,NA
"1170","Scotland","",1990,2.16874275477,0.415222264681,29.5445789411,915.139272452,3946.86241489,3.11735899895,0.185554632418,8.36902765582,0.466362981557,146.227215963,794.714261466,3119.16198522,306.913377356,3607.58194078,3218.89016476,234.593809658,3018.88909564,4769.70572335,10656.4382027,7043.91444514,18493.4234899,16745.1750843,0.648986452459,0.33960595825,0.0208561624651,470.723711302,NA
"1171","Scotland","",1995,2.75665306539,0.491321275615,27.3781353515,481.286844656,3403.6683167,2.69204151901,0.203975976707,6.54507907842,0.279822062423,108.933865284,670.187654749,3352.35276955,458.402807294,3324.99360045,2793.19604114,257.6845753,2701.8308376,4476.15930882,9173.77435287,6898.51887256,16498.4384333,15412.0546526,0.667506222638,0.307833889887,0.0211034766081,414.104414589,NA
"1172","Scotland","",2000,5.43295498456,0.870613639543,24.6067159275,289.550586788,2825.52910926,2.61288086606,0.280127846419,5.58610998436,0.220773934872,80.8327939167,503.378829903,3619.63593825,655.553153317,2981.03721792,2335.66434015,189.570405804,2296.81158415,3889.6263087,7464.28549682,6353.4070517,13897.4431614,13713.201521,0.749647071298,0.219226270992,0.01864676086,454.549846249,NA
"1173","Scotland","",2005,11.0716490522,1.68510502899,25.2514938619,196.237226724,2415.795698,2.62099299636,0.35429082191,4.8153308085,0.18211150573,72.0925902069,383.70139898,3724.36341773,787.245402921,2635.37642633,1911.96919113,188.253996297,1946.02983745,3377.28020764,6071.69344565,5877.62610724,11409.0748433,12872.3598533,0.894693778805,0.19575781938,0.0233817066195,499.080449048,NA
"1174","Scotland","",2006,12.4908198291,1.88709912745,25.6967741124,181.347082823,2331.5426861,2.49286994816,0.354756466442,4.51020724334,0.167652866263,68.6265890318,373.334568357,3722.05616451,812.517719439,2556.77547331,1820.85761748,181.476356279,1867.40138132,3321.70191869,5795.28230735,5782.34656952,10926.6565424,12583.2625619,0.933174566697,0.184439354768,0.0230542444563,505.46503296,NA
"1175","Scotland","",2010,11.8562618094,1.72563827957,25.4257183874,133.138880274,2100.21883964,2.19652705532,0.353630371833,3.90757269522,0.143580041652,58.2548382146,352.001577954,3724.77697221,869.191806964,2344.16071654,1562.54416912,177.364129145,1654.39245298,3199.03803609,4986.66031049,5547.56487524,9570.57077941,11967.8574686,0.905185204548,0.174615377248,0.0236865343414,530.429047134,NA
"1176","Scotland","",2016,11.2928505185,1.52977335128,27.0665553398,100.653509364,2172.35793043,1.91831720899,0.303603221275,3.29266911519,0.119508693192,51.4111396102,378.353654238,3930.51546738,901.667728218,2431.1822875,1579.78407737,169.936534561,1711.92580226,3519.74664197,5098.26636605,5929.9450775,9978.00152265,12381.8823948,0.892543415129,0.148390146526,0.0197419270408,600.58895943,NA
"1177","Senegal","SEN",1990,8430.81779636,6865.7474082,5329.64171578,6424.15630052,3734.95943037,1750.39317208,171.432267307,11723.573762,2167.49544664,3704.27754439,1283.30511472,963.157292382,38.3746064412,1551.61137358,1172.97881298,606.690741607,536.220663728,2063.33392057,1389.37169068,1409.30580754,4783.48792733,1972.87370945,135.570761228,680.333216677,1955.93726604,220.22068569,NA
"1178","Senegal","SEN",1995,8727.54710151,7259.18577356,5460.96491367,6614.41232545,3995.5592715,1687.36156809,151.657909388,11762.3852235,2064.64656631,3957.24283064,1024.69127833,960.27946628,58.8139994232,1842.62996657,1353.5245616,1120.1926551,687.445829541,2564.54958985,1794.9506098,1861.78103291,5898.78618552,2011.24432147,148.122811955,508.402424206,1696.93721479,278.164160175,NA
"1179","Senegal","SEN",2000,7577.39631201,6239.28063406,4943.24411725,6722.99069089,4392.30887073,1440.68726551,123.63916282,10388.1484246,1657.60507819,4345.21157112,996.822525181,987.960735861,100.871368452,2260.63347721,1379.35817422,2024.85600967,859.239280382,3213.7168889,2092.8153352,2513.65447067,7289.33455745,2067.10560339,156.588606953,289.840177709,1102.68508988,341.524407307,57.5
"1180","Senegal","SEN",2005,5787.16420863,4512.75343928,4257.94263931,7270.68512618,4217.283779,1156.72145386,90.0078041597,9053.65267254,1084.87435652,4730.23066024,984.961665168,1002.95430114,161.775647194,2652.31041442,1567.73973048,3026.81184323,990.816896683,3986.13862134,2126.06426467,3084.4206481,8439.77376869,2334.59393992,177.033505035,319.693890155,460.143209228,402.070722792,65
"1181","Senegal","SEN",2006,5457.78818934,4207.76204546,4136.42303485,7356.86454186,4339.65886783,1046.73070227,83.4918389208,8725.69209617,1067.95022797,4721.8465706,982.925559519,1011.60056014,172.070980525,2723.55236985,1630.48294163,3168.32587853,1018.39469435,4139.17865008,2163.92857256,3223.93100188,8697.36423365,2413.05294704,177.768707038,299.910302207,436.584463701,417.971549735,61.3
"1182","Senegal","SEN",2010,5318.48118747,4258.22242413,4023.48562825,7597.58472045,4604.23554782,952.628352775,72.2131605603,7644.61343728,1067.41828572,4465.30090041,959.307831216,1046.99370756,174.121590211,2982.0892907,1839.67255857,2681.32025513,1125.96187632,4717.19666971,2378.96505863,3855.5247702,9632.51982693,2645.78702912,178.08394665,222.447939852,461.188004554,460.010194267,64.3
"1183","Senegal","SEN",2016,4806.88415801,4042.21095649,3749.60077469,7497.83332334,6218.97738352,737.799453997,53.0912735298,5604.41884179,648.225975667,3945.47386882,937.090246882,1198.2627108,214.830676273,3447.12474813,2120.16679061,2730.75253659,1275.66415328,5471.56618855,2798.69923258,4955.34570052,10930.2155411,3218.29072136,184.531670361,138.829725064,281.420266078,536.381039316,NA
"1184","Serbia","SRB",1990,17.6159939753,8.75392621818,14.2046517207,6695.77646911,6223.71926837,35.7105634372,0.857549655029,157.496755081,9.8402875828,790.063754862,1573.46651481,8001.62547062,509.874426854,5313.51476854,3398.86294767,672.034723169,3407.57069433,8938.9974218,13609.7045604,12289.5383076,29687.0793579,14241.6111069,1.8266579907,1.83388349376,0.0940518038817,245.592840639,NA
"1185","Serbia","SRB",1995,18.3579565333,8.70248397719,15.4723133819,7846.89481939,6974.67245279,28.4688927255,0.679922348015,129.413525504,8.28214011634,719.150753229,2063.6948797,9712.8449797,607.106361436,7294.89072899,4691.21264409,783.509481092,4194.00829892,11141.1430278,16716.0347444,15425.8509344,36633.16472,17856.5475023,1.76345265708,1.74609990237,0.0742327606481,281.426907609,NA
"1186","Serbia","SRB",2000,15.1106306775,6.40941370326,12.7766384446,7900.07032408,7459.96982088,13.9821504014,0.358123009603,63.2253416237,4.46450987672,415.670756324,2453.58683182,10939.2601095,664.846549746,8373.22736791,5253.98944189,826.486693035,4524.95358866,12535.1799177,17422.5085811,17060.7688677,39371.3631386,19627.4916257,1.52200476805,1.06164354755,0.0327707769817,301.173502323,72.6
"1187","Serbia","SRB",2005,13.232754979,4.78359511949,10.4252837495,6525.27442359,6732.92727604,10.2228527138,0.267992532444,44.6855272995,3.66338352769,329.787609561,2584.71720576,11399.1936914,687.277058765,7961.70136168,5003.51667301,783.559233456,4535.92595368,12983.8765435,16778.6514328,16833.7000344,38074.5620264,19920.5915324,1.33873331861,0.686144141903,0.016130351273,319.807937544,73
"1188","Serbia","SRB",2006,13.1325337616,4.59261970732,9.99771462151,6025.44130269,6691.98812629,9.18568754144,0.258473106518,39.8763723322,3.3506227644,303.225241733,2568.67863856,11346.7996638,686.281320675,7720.64849966,4833.37111198,764.24637063,4497.24215628,12880.1120401,16544.4830273,16583.5471978,37372.4714405,19572.4363121,1.28946296135,0.60943305227,0.0148547086278,331.600980443,73.6
"1189","Serbia","SRB",2010,14.9622509262,4.62551000775,9.64514943987,4552.76601691,6740.64358378,8.00813661491,0.315895968934,32.803904834,3.06213453778,263.331397437,2485.11573658,11315.6767329,688.803802629,6636.288308,4073.87797217,711.577984024,4442.64052039,12770.5942213,15938.9379775,16306.8146774,35672.4789772,19133.634216,1.19782708763,0.478706168423,0.0150555883626,355.552153792,74.4
"1190","Serbia","SRB",2016,15.8462215532,4.74253075578,9.84036674219,4028.15004676,5967.59884568,5.84187437021,0.346152022276,22.8710261626,2.16427006603,194.039774924,2222.54129952,10513.1723256,688.001805581,5502.43340758,3339.52062939,643.062452586,4157.99637111,11912.0689093,14848.8721499,15139.7028506,33021.9110351,17430.6348836,1.34738895849,0.336898946689,0.0158286976173,366.364197476,NA
"1191","Seychelles","SYC",1990,1.45734487472,1.14496705373,0.964177183711,8.70303652903,29.8613985563,0.551625034079,0.0118047736955,1.94730585135,0.227048704302,8.9237453685,9.75728429675,34.5126294491,2.49424910456,20.7980605113,18.4166437563,7.40607865975,12.3830555059,46.1064355712,46.3805914436,60.3705657036,158.958269134,66.7413133364,0.104438600904,0.0970603359091,0.140399925276,2.21606916716,NA
"1192","Seychelles","SYC",1995,1.12084204553,0.762573998076,0.782253514657,5.69074766917,31.8952351146,0.420296628241,0.00779566309218,1.47692839729,0.163237509522,7.25667357689,9.80540663792,45.6725534829,3.6442575992,21.8992614394,19.1579326902,7.06452108383,13.5572818083,56.2140841496,51.3337031619,73.877489252,167.981889224,76.0556531279,0.0710855839952,0.0660792554621,0.0293437020316,2.81465575512,NA
"1193","Seychelles","SYC",2000,1.02492628272,0.555854090573,0.788344021057,3.64657202723,31.6738595552,0.315257391348,0.00518568081841,1.13758273939,0.125796854789,5.6444298005,10.5495049038,55.9054588195,4.49123570604,21.2388891629,18.3464805785,8.37478388971,14.204190088,67.9563280198,53.816657072,88.9938929188,175.168064444,73.9308443442,0.0649185637595,0.047885880375,0.0112015582807,3.47981189075,71.8
"1194","Seychelles","SYC",2005,1.00987873568,0.495841291949,0.901914197639,2.66116533575,32.4806200206,0.350833690839,0.00552513857379,1.38440531136,0.164958472342,6.09631480588,11.1560823146,58.3068546378,5.43724817077,21.083467435,17.3880709538,9.91304835296,13.8583561937,71.4285765628,52.0078487947,95.807764054,173.035285658,72.7684344578,0.0768599836057,0.0543463447352,0.00652425692724,3.76484287589,72.2
"1195","Seychelles","SYC",2006,1.00575664112,0.48956867148,0.913065891702,2.47071697108,31.1255817118,0.35120547157,0.005703418729,1.43408206242,0.165591029573,6.05844224584,11.0715075202,57.0133805795,5.60747157456,20.6318003335,16.8947565198,9.99744987548,13.5994121888,72.3937852516,50.8958344512,95.9618601258,171.620790262,71.320500422,0.0703736318779,0.0571278942557,0.00608338131057,3.69435847487,72.2
"1196","Seychelles","SYC",2010,1.0203132417,0.471357719259,0.977286804548,1.92448713732,28.2090420868,0.354565388035,0.00604092623463,1.50778511014,0.151685978499,5.94972938334,11.2640912208,54.8288421629,6.65381543153,20.4670610533,16.5449091098,11.1176595546,13.7926789958,76.5083095941,50.9821530297,100.782153166,174.940501107,71.1517803213,0.0636224370418,0.0569804570149,0.00447547043554,3.74788234045,72.4
"1197","Seychelles","SYC",2016,0.972403914722,0.378227318485,0.976759977924,1.22877685026,29.5218205103,0.27611562079,0.00470498008823,1.13689779973,0.11811182923,4.68922658461,11.7892235789,55.3086850658,8.30869990647,20.2857931372,16.4128116517,13.6298698935,14.9324174186,86.5707570825,55.0674868195,117.033113123,189.007158698,75.0841222848,0.0589994945398,0.0401500795406,0.0026095797904,4.24573262461,NA
"1198","Sierra Leone","SLE",1990,5318.72816496,4653.34437061,4233.9513114,6285.00170692,2476.12290278,1854.00873654,90.3482360041,10856.6724913,2132.22401781,3142.52690202,951.652249952,2166.52116049,19.9898365608,824.998918846,608.696097603,255.702172075,264.111669193,872.065979535,797.001644216,527.908765845,2754.05738973,1814.86820441,93.2013183235,1104.60711944,701.045898668,97.1915446089,NA
"1199","Sierra Leone","SLE",1995,4866.2257627,4261.74488311,3786.31405941,5333.46650606,2107.63416769,1638.35185339,81.1731758689,9437.96568678,1733.9711658,2784.34696971,807.13234647,2265.3170977,23.0863943711,755.87019367,560.354817687,405.36249877,247.616634294,850.76432891,785.277854703,580.662137892,2556.42563052,1596.27623922,92.8459158226,841.553337291,582.786216691,94.4348704158,NA
"1200","Sierra Leone","SLE",2000,4770.83495782,4174.70523831,3654.61323315,5044.95232196,1989.0516871,1539.27759805,71.807812702,8289.94763989,1454.30130268,2723.3185467,671.618320463,2766.6700392,36.7434168314,828.590993168,622.254723168,926.292607388,265.696410843,967.856029074,851.673827282,726.511206278,2807.41311943,1646.86892387,112.037038539,697.196954715,548.970891609,93.1332325295,39
"1201","Sierra Leone","SLE",2005,5778.48446395,5003.03180491,4265.75265045,5469.08635288,2004.28207614,1732.45700976,86.4876901021,8167.40432792,1586.68449265,3031.88342477,620.407703091,3500.39033637,70.6427679022,1107.9299465,809.5964607,2209.64130195,345.159284864,1327.1804252,1075.59455415,1037.84469712,3721.19733887,2082.47802448,130.602309385,506.21433488,480.258213086,111.790118911,43.3
"1202","Sierra Leone","SLE",2006,6061.51546768,5229.06315812,4432.05780963,5537.00063955,2070.57228707,1759.92370211,92.6739806189,8308.05945281,1611.68564101,3046.38823029,616.663051808,3519.84450993,76.3220574097,1148.83032352,833.634079574,2456.73938857,358.021898697,1386.3727767,1106.80183773,1102.38590816,3857.7066635,2157.12827594,136.570376987,494.81842835,488.758687288,116.126795571,44.3
"1203","Sierra Leone","SLE",2010,6068.57240235,5188.29189428,4435.46921263,5637.13638204,2286.4520969,1569.32488874,99.1154704301,7804.57027954,1498.79363819,2964.42390338,622.737480741,3431.06872729,93.4781919956,1282.80587658,901.833082505,2948.37863955,405.098856663,1606.25880896,1219.32420043,1396.83686049,4301.11256632,2379.76929803,166.969555246,368.799213804,421.96937195,132.438472648,48.1
"1204","Sierra Leone","SLE",2016,4799.1570654,4067.8291754,3672.64971845,5526.35369759,3049.41301148,1103.6207141,77.6661976735,5995.60514385,1111.7713612,2688.77610203,615.629582225,3090.91933173,110.491337581,1373.20519232,965.118232389,2493.4847721,465.25653084,1881.7133391,1359.43546621,1895.27222256,4765.62939315,2565.04490119,133.793172118,219.15247579,215.651534324,157.788100093,NA
"1205","Singapore","SGP",1990,9.46720162438,7.28936272821,21.4144301095,136.333016064,1009.94481224,6.05179790995,0.384222917516,19.3626018288,1.3905053353,65.4028093724,376.196038803,-80.5409387322,28.601791417,773.590581647,500.839112707,104.674288854,481.22154409,1597.66552103,1709.61371801,801.627849787,3219.71106194,2294.52003448,0.260206536043,0.589452594518,0.0316315565974,43.1197209973,NA
"1206","Singapore","SGP",1995,5.48513800095,3.59378494012,20.3089486943,22.138124486,1031.21686826,4.14253320319,0.219377748805,14.2381968334,0.958639134351,38.9233125183,374.127771749,-85.9315342177,27.5324848111,672.562521113,460.714817924,131.264615893,505.859051263,1595.28243236,1644.81598558,902.624050589,3340.09800801,2217.36338633,0.193144277293,0.417383872231,0.0147216923796,49.5685531176,NA
"1207","Singapore","SGP",2000,3.12094295495,1.67645199311,18.5322721671,5.1803989074,1013.9453538,2.99057226745,0.120248010869,9.97111019614,0.635761283641,26.4737367688,336.179786559,-68.6767327628,32.9296826717,559.897361027,432.396806034,151.254403033,512.425896722,1633.66034506,1601.57510257,1016.56420481,3354.50462437,2029.28560968,0.218705671717,0.235122952423,0.00556335217846,57.0819308473,78.3
"1208","Singapore","SGP",2005,3.20411026824,1.31162239322,22.1922613252,3.1179387936,1302.85934247,2.21589277721,0.0770908176038,7.2257105375,0.449763341498,17.2889930585,342.807863035,-68.9194372447,41.253235039,541.947421628,434.862031472,138.443159381,543.589842255,1773.17264814,1680.6525111,1207.49738747,3623.43836582,1977.96009733,0.223012451052,0.155264438214,0.00343084642123,66.4080472379,82
"1209","Singapore","SGP",2006,3.35701650533,1.26569147211,23.1808033958,2.83140114738,1286.58592221,2.17481436158,0.0772451449866,6.88693062349,0.424322988191,17.3036819658,354.833450911,-72.1231670459,43.897109246,549.237821888,438.65880641,135.391660056,556.298610851,1835.47284487,1712.81381537,1265.88123937,3731.91871429,2022.90147284,0.222664147462,0.149409131408,0.00315281485186,69.2721442161,87
